evidence_target_id,candidate_id,ticker,company_name,target_type,filing_type,query_url,supports_field,required_for_partial,expected_evidence,verification_status,notes
RHC-0008-ACQUIRED-TBRA-EVT-003,RHC-0008-ACQUIRED-TBRA,TBRA,"Tobira Therapeutics, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=TBRA+%22Tobira+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2016-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0008-ACQUIRED-TBRA-EVT-004,RHC-0008-ACQUIRED-TBRA,TBRA,"Tobira Therapeutics, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=TBRA+%22Tobira+Therapeutics%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2016-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0008-ACQUIRED-TBRA-EVT-005,RHC-0008-ACQUIRED-TBRA,TBRA,"Tobira Therapeutics, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=TBRA+%22Tobira+Therapeutics%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2016-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0008-ACQUIRED-TBRA-EVT-006,RHC-0008-ACQUIRED-TBRA,TBRA,"Tobira Therapeutics, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/TBRA/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0009-ACQUIRED-VTAE-EVT-001,RHC-0009-ACQUIRED-VTAE,VTAE,"Vitae Pharmaceuticals, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=VTAE+%22Vitae+Pharmaceuticals%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2016-01-01&enddt=2016-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0009-ACQUIRED-VTAE-EVT-002,RHC-0009-ACQUIRED-VTAE,VTAE,"Vitae Pharmaceuticals, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=VTAE+%22Vitae+Pharmaceuticals%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2016-01-01&enddt=2016-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0009-ACQUIRED-VTAE-EVT-003,RHC-0009-ACQUIRED-VTAE,VTAE,"Vitae Pharmaceuticals, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=VTAE+%22Vitae+Pharmaceuticals%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2016-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0009-ACQUIRED-VTAE-EVT-004,RHC-0009-ACQUIRED-VTAE,VTAE,"Vitae Pharmaceuticals, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=VTAE+%22Vitae+Pharmaceuticals%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2016-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0009-ACQUIRED-VTAE-EVT-005,RHC-0009-ACQUIRED-VTAE,VTAE,"Vitae Pharmaceuticals, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=VTAE+%22Vitae+Pharmaceuticals%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2016-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0009-ACQUIRED-VTAE-EVT-006,RHC-0009-ACQUIRED-VTAE,VTAE,"Vitae Pharmaceuticals, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/VTAE/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0010-ACQUIRED-ARIA-EVT-001,RHC-0010-ACQUIRED-ARIA,ARIA,"ARIAD Pharmaceuticals, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=ARIA+%22ARIAD+Pharmaceuticals%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0010-ACQUIRED-ARIA-EVT-002,RHC-0010-ACQUIRED-ARIA,ARIA,"ARIAD Pharmaceuticals, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=ARIA+%22ARIAD+Pharmaceuticals%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0010-ACQUIRED-ARIA-EVT-003,RHC-0010-ACQUIRED-ARIA,ARIA,"ARIAD Pharmaceuticals, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=ARIA+%22ARIAD+Pharmaceuticals%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0010-ACQUIRED-ARIA-EVT-004,RHC-0010-ACQUIRED-ARIA,ARIA,"ARIAD Pharmaceuticals, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=ARIA+%22ARIAD+Pharmaceuticals%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0010-ACQUIRED-ARIA-EVT-005,RHC-0010-ACQUIRED-ARIA,ARIA,"ARIAD Pharmaceuticals, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=ARIA+%22ARIAD+Pharmaceuticals%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0010-ACQUIRED-ARIA-EVT-006,RHC-0010-ACQUIRED-ARIA,ARIA,"ARIAD Pharmaceuticals, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/ARIA/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0011-ACQUIRED-CLCD-EVT-001,RHC-0011-ACQUIRED-CLCD,CLCD,"CoLucid Pharmaceuticals, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=CLCD+%22CoLucid+Pharmaceuticals%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0011-ACQUIRED-CLCD-EVT-002,RHC-0011-ACQUIRED-CLCD,CLCD,"CoLucid Pharmaceuticals, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=CLCD+%22CoLucid+Pharmaceuticals%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0011-ACQUIRED-CLCD-EVT-003,RHC-0011-ACQUIRED-CLCD,CLCD,"CoLucid Pharmaceuticals, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=CLCD+%22CoLucid+Pharmaceuticals%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0011-ACQUIRED-CLCD-EVT-004,RHC-0011-ACQUIRED-CLCD,CLCD,"CoLucid Pharmaceuticals, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=CLCD+%22CoLucid+Pharmaceuticals%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0011-ACQUIRED-CLCD-EVT-005,RHC-0011-ACQUIRED-CLCD,CLCD,"CoLucid Pharmaceuticals, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=CLCD+%22CoLucid+Pharmaceuticals%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0011-ACQUIRED-CLCD-EVT-006,RHC-0011-ACQUIRED-CLCD,CLCD,"CoLucid Pharmaceuticals, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/CLCD/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0012-ACQUIRED-DMTX-EVT-001,RHC-0012-ACQUIRED-DMTX,DMTX,"Dimension Therapeutics, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=DMTX+%22Dimension+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0012-ACQUIRED-DMTX-EVT-002,RHC-0012-ACQUIRED-DMTX,DMTX,"Dimension Therapeutics, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=DMTX+%22Dimension+Therapeutics%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0012-ACQUIRED-DMTX-EVT-003,RHC-0012-ACQUIRED-DMTX,DMTX,"Dimension Therapeutics, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=DMTX+%22Dimension+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0012-ACQUIRED-DMTX-EVT-004,RHC-0012-ACQUIRED-DMTX,DMTX,"Dimension Therapeutics, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=DMTX+%22Dimension+Therapeutics%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0012-ACQUIRED-DMTX-EVT-005,RHC-0012-ACQUIRED-DMTX,DMTX,"Dimension Therapeutics, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=DMTX+%22Dimension+Therapeutics%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0012-ACQUIRED-DMTX-EVT-006,RHC-0012-ACQUIRED-DMTX,DMTX,"Dimension Therapeutics, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/DMTX/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0013-ACQUIRED-KITE-EVT-001,RHC-0013-ACQUIRED-KITE,KITE,"Kite Pharma, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=KITE+%22Kite+Pharma%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0013-ACQUIRED-KITE-EVT-002,RHC-0013-ACQUIRED-KITE,KITE,"Kite Pharma, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=KITE+%22Kite+Pharma%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2017-01-01&enddt=2017-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0013-ACQUIRED-KITE-EVT-003,RHC-0013-ACQUIRED-KITE,KITE,"Kite Pharma, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=KITE+%22Kite+Pharma%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0013-ACQUIRED-KITE-EVT-004,RHC-0013-ACQUIRED-KITE,KITE,"Kite Pharma, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=KITE+%22Kite+Pharma%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0013-ACQUIRED-KITE-EVT-005,RHC-0013-ACQUIRED-KITE,KITE,"Kite Pharma, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=KITE+%22Kite+Pharma%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2017-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0013-ACQUIRED-KITE-EVT-006,RHC-0013-ACQUIRED-KITE,KITE,"Kite Pharma, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/KITE/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0014-ACQUIRED-AVXS-EVT-001,RHC-0014-ACQUIRED-AVXS,AVXS,"AveXis, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=AVXS+%22AveXis%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0014-ACQUIRED-AVXS-EVT-002,RHC-0014-ACQUIRED-AVXS,AVXS,"AveXis, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=AVXS+%22AveXis%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0014-ACQUIRED-AVXS-EVT-003,RHC-0014-ACQUIRED-AVXS,AVXS,"AveXis, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=AVXS+%22AveXis%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0014-ACQUIRED-AVXS-EVT-004,RHC-0014-ACQUIRED-AVXS,AVXS,"AveXis, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=AVXS+%22AveXis%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0014-ACQUIRED-AVXS-EVT-005,RHC-0014-ACQUIRED-AVXS,AVXS,"AveXis, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=AVXS+%22AveXis%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0014-ACQUIRED-AVXS-EVT-006,RHC-0014-ACQUIRED-AVXS,AVXS,"AveXis, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/AVXS/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0015-ACQUIRED-BIVV-EVT-001,RHC-0015-ACQUIRED-BIVV,BIVV,Bioverativ Inc.,MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=BIVV+%22Bioverativ+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0015-ACQUIRED-BIVV-EVT-002,RHC-0015-ACQUIRED-BIVV,BIVV,Bioverativ Inc.,MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=BIVV+%22Bioverativ+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0015-ACQUIRED-BIVV-EVT-003,RHC-0015-ACQUIRED-BIVV,BIVV,Bioverativ Inc.,PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=BIVV+%22Bioverativ+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0015-ACQUIRED-BIVV-EVT-004,RHC-0015-ACQUIRED-BIVV,BIVV,Bioverativ Inc.,PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=BIVV+%22Bioverativ+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
